,feature_name,range,frequency_mhz
1934,50-150__107.600000MHz,50-150,107.6
1935,50-150__107.733333MHz,50-150,107.733333
1936,50-150__107.866667MHz,50-150,107.866667
1937,50-150__108.000000MHz,50-150,108.0
1938,50-150__108.133333MHz,50-150,108.133333
1939,50-150__108.266667MHz,50-150,108.266667
1940,50-150__108.400000MHz,50-150,108.4
1941,50-150__108.533333MHz,50-150,108.533333
1942,50-150__108.666667MHz,50-150,108.666667
1943,50-150__108.800000MHz,50-150,108.8
1944,50-150__108.933333MHz,50-150,108.933333
1945,50-150__109.066667MHz,50-150,109.066667
1946,50-150__109.200000MHz,50-150,109.2
1947,50-150__109.333333MHz,50-150,109.333333
1948,50-150__109.466667MHz,50-150,109.466667
1949,50-150__109.600000MHz,50-150,109.6
1950,50-150__109.733333MHz,50-150,109.733333
1951,50-150__109.866667MHz,50-150,109.866667
1952,50-150__110.000000MHz,50-150,110.0
1953,50-150__110.133333MHz,50-150,110.133333
1954,50-150__110.266667MHz,50-150,110.266667
1955,50-150__110.400000MHz,50-150,110.4
1956,50-150__110.533333MHz,50-150,110.533333
1957,50-150__110.666667MHz,50-150,110.666667
1958,50-150__110.800000MHz,50-150,110.8
1959,50-150__110.933333MHz,50-150,110.933333
1960,50-150__111.066667MHz,50-150,111.066667
1961,50-150__111.200000MHz,50-150,111.2
1962,50-150__111.333333MHz,50-150,111.333333
1963,50-150__111.466667MHz,50-150,111.466667
1964,50-150__111.600000MHz,50-150,111.6
1965,50-150__111.733333MHz,50-150,111.733333
1966,50-150__111.866667MHz,50-150,111.866667
1967,50-150__112.000000MHz,50-150,112.0
1968,50-150__112.133333MHz,50-150,112.133333
1969,50-150__112.266667MHz,50-150,112.266667
1970,50-150__112.400000MHz,50-150,112.4
1971,50-150__112.533333MHz,50-150,112.533333
1972,50-150__112.666667MHz,50-150,112.666667
1973,50-150__112.800000MHz,50-150,112.8
1974,50-150__112.933333MHz,50-150,112.933333
1975,50-150__113.066667MHz,50-150,113.066667
1976,50-150__113.200000MHz,50-150,113.2
1977,50-150__113.333333MHz,50-150,113.333333
1978,50-150__113.466667MHz,50-150,113.466667
1979,50-150__113.600000MHz,50-150,113.6
1980,50-150__113.733333MHz,50-150,113.733333
1981,50-150__113.866667MHz,50-150,113.866667
1982,50-150__114.000000MHz,50-150,114.0
1983,50-150__114.133333MHz,50-150,114.133333
1984,50-150__114.266667MHz,50-150,114.266667
1985,50-150__114.400000MHz,50-150,114.4
1986,50-150__114.533333MHz,50-150,114.533333
1987,50-150__114.666667MHz,50-150,114.666667
1988,50-150__114.800000MHz,50-150,114.8
1989,50-150__114.933333MHz,50-150,114.933333
1990,50-150__115.066667MHz,50-150,115.066667
1991,50-150__115.200000MHz,50-150,115.2
1992,50-150__115.333333MHz,50-150,115.333333
1993,50-150__115.466667MHz,50-150,115.466667
1994,50-150__115.600000MHz,50-150,115.6
1995,50-150__115.733333MHz,50-150,115.733333
1996,50-150__115.866667MHz,50-150,115.866667
1997,50-150__116.000000MHz,50-150,116.0
1998,50-150__116.133333MHz,50-150,116.133333
1999,50-150__116.266667MHz,50-150,116.266667
2000,50-150__116.400000MHz,50-150,116.4
2001,50-150__116.533333MHz,50-150,116.533333
2002,50-150__116.666667MHz,50-150,116.666667
2003,50-150__116.800000MHz,50-150,116.8
2004,50-150__116.933333MHz,50-150,116.933333
2005,50-150__117.066667MHz,50-150,117.066667
2006,50-150__117.200000MHz,50-150,117.2
2007,50-150__117.333333MHz,50-150,117.333333
2008,50-150__117.466667MHz,50-150,117.466667
2009,50-150__117.600000MHz,50-150,117.6
2010,50-150__117.733333MHz,50-150,117.733333
2011,50-150__117.866667MHz,50-150,117.866667
2012,50-150__118.000000MHz,50-150,118.0
2013,50-150__118.133333MHz,50-150,118.133333
2014,50-150__118.266667MHz,50-150,118.266667
2015,50-150__118.400000MHz,50-150,118.4
2016,50-150__118.533333MHz,50-150,118.533333
2017,50-150__118.666667MHz,50-150,118.666667
2018,50-150__118.800000MHz,50-150,118.8
2019,50-150__118.933333MHz,50-150,118.933333
2020,50-150__119.066667MHz,50-150,119.066667
2021,50-150__119.200000MHz,50-150,119.2
2022,50-150__119.333333MHz,50-150,119.333333
2023,50-150__119.466667MHz,50-150,119.466667
2024,50-150__119.600000MHz,50-150,119.6
2025,50-150__119.733333MHz,50-150,119.733333
2026,50-150__119.866667MHz,50-150,119.866667
2027,50-150__120.000000MHz,50-150,120.0
2028,50-150__120.133333MHz,50-150,120.133333
2029,50-150__120.266667MHz,50-150,120.266667
2030,50-150__120.400000MHz,50-150,120.4
2031,50-150__120.533333MHz,50-150,120.533333
2032,50-150__120.666667MHz,50-150,120.666667
2033,50-150__120.800000MHz,50-150,120.8
2034,50-150__120.933333MHz,50-150,120.933333
2035,50-150__121.066667MHz,50-150,121.066667
2036,50-150__121.200000MHz,50-150,121.2
2037,50-150__121.333333MHz,50-150,121.333333
2038,50-150__121.466667MHz,50-150,121.466667
2039,50-150__121.600000MHz,50-150,121.6
2040,50-150__121.733333MHz,50-150,121.733333
2041,50-150__121.866667MHz,50-150,121.866667
2042,50-150__122.000000MHz,50-150,122.0
2043,50-150__122.133333MHz,50-150,122.133333
2044,50-150__122.266667MHz,50-150,122.266667
2045,50-150__122.400000MHz,50-150,122.4
2046,50-150__122.533333MHz,50-150,122.533333
2047,50-150__122.666667MHz,50-150,122.666667
2048,50-150__122.800000MHz,50-150,122.8
2049,50-150__122.933333MHz,50-150,122.933333
2050,50-150__123.066667MHz,50-150,123.066667
2051,50-150__123.200000MHz,50-150,123.2
2052,50-150__123.333333MHz,50-150,123.333333
2053,50-150__123.466667MHz,50-150,123.466667
2054,50-150__123.600000MHz,50-150,123.6
2055,50-150__123.733333MHz,50-150,123.733333
2056,50-150__123.866667MHz,50-150,123.866667
2057,50-150__124.000000MHz,50-150,124.0
2058,50-150__124.133333MHz,50-150,124.133333
2059,50-150__124.266667MHz,50-150,124.266667
2060,50-150__124.400000MHz,50-150,124.4
2061,50-150__124.533333MHz,50-150,124.533333
2062,50-150__124.666667MHz,50-150,124.666667
2063,50-150__124.800000MHz,50-150,124.8
2064,50-150__124.933333MHz,50-150,124.933333
2065,50-150__125.066667MHz,50-150,125.066667
2066,50-150__125.200000MHz,50-150,125.2
2067,50-150__125.333333MHz,50-150,125.333333
2068,50-150__125.466667MHz,50-150,125.466667
2069,50-150__125.600000MHz,50-150,125.6
2070,50-150__125.733333MHz,50-150,125.733333
2071,50-150__125.866667MHz,50-150,125.866667
2072,50-150__126.000000MHz,50-150,126.0
2073,50-150__126.133333MHz,50-150,126.133333
2074,50-150__126.266667MHz,50-150,126.266667
2075,50-150__126.400000MHz,50-150,126.4
2076,50-150__126.533333MHz,50-150,126.533333
2077,50-150__126.666667MHz,50-150,126.666667
2078,50-150__126.800000MHz,50-150,126.8
2079,50-150__126.933333MHz,50-150,126.933333
2080,50-150__127.066667MHz,50-150,127.066667
2081,50-150__127.200000MHz,50-150,127.2
2082,50-150__127.333333MHz,50-150,127.333333
2083,50-150__127.466667MHz,50-150,127.466667
2084,50-150__127.600000MHz,50-150,127.6
2085,50-150__127.733333MHz,50-150,127.733333
2086,50-150__127.866667MHz,50-150,127.866667
2087,50-150__128.000000MHz,50-150,128.0
2088,50-150__128.133333MHz,50-150,128.133333
2089,50-150__128.266667MHz,50-150,128.266667
2090,50-150__128.400000MHz,50-150,128.4
2091,50-150__128.533333MHz,50-150,128.533333
2092,50-150__128.666667MHz,50-150,128.666667
2093,50-150__128.800000MHz,50-150,128.8
2094,50-150__128.933333MHz,50-150,128.933333
2095,50-150__129.066667MHz,50-150,129.066667
2096,50-150__129.200000MHz,50-150,129.2
2097,50-150__129.333333MHz,50-150,129.333333
2098,50-150__129.466667MHz,50-150,129.466667
2099,50-150__129.600000MHz,50-150,129.6
2100,50-150__129.733333MHz,50-150,129.733333
2101,50-150__129.866667MHz,50-150,129.866667
2102,50-150__130.000000MHz,50-150,130.0
2103,50-150__130.133333MHz,50-150,130.133333
2104,50-150__130.266667MHz,50-150,130.266667
2105,50-150__130.400000MHz,50-150,130.4
2106,50-150__130.533333MHz,50-150,130.533333
2107,50-150__130.666667MHz,50-150,130.666667
2108,50-150__130.800000MHz,50-150,130.8
2109,50-150__130.933333MHz,50-150,130.933333
2110,50-150__131.066667MHz,50-150,131.066667
2111,50-150__131.200000MHz,50-150,131.2
2112,50-150__131.333333MHz,50-150,131.333333
2113,50-150__131.466667MHz,50-150,131.466667
2114,50-150__131.600000MHz,50-150,131.6
2115,50-150__131.733333MHz,50-150,131.733333
2116,50-150__131.866667MHz,50-150,131.866667
2117,50-150__132.000000MHz,50-150,132.0
2118,50-150__132.133333MHz,50-150,132.133333
2119,50-150__132.266667MHz,50-150,132.266667
2120,50-150__132.400000MHz,50-150,132.4
2121,50-150__132.533333MHz,50-150,132.533333
2122,50-150__132.666667MHz,50-150,132.666667
2123,50-150__132.800000MHz,50-150,132.8
2124,50-150__132.933333MHz,50-150,132.933333
2125,50-150__133.066667MHz,50-150,133.066667
2126,50-150__133.200000MHz,50-150,133.2
2127,50-150__133.333333MHz,50-150,133.333333
2128,50-150__133.466667MHz,50-150,133.466667
2129,50-150__133.600000MHz,50-150,133.6
2130,50-150__133.733333MHz,50-150,133.733333
2131,50-150__133.866667MHz,50-150,133.866667
2132,50-150__134.000000MHz,50-150,134.0
2133,50-150__134.133333MHz,50-150,134.133333
2134,50-150__134.266667MHz,50-150,134.266667
2135,50-150__134.400000MHz,50-150,134.4
2136,50-150__134.533333MHz,50-150,134.533333
2137,50-150__134.666667MHz,50-150,134.666667
2138,50-150__134.800000MHz,50-150,134.8
2139,50-150__134.933333MHz,50-150,134.933333
2140,50-150__135.066667MHz,50-150,135.066667
2141,50-150__135.200000MHz,50-150,135.2
2142,50-150__135.333333MHz,50-150,135.333333
2143,50-150__135.466667MHz,50-150,135.466667
2144,50-150__135.600000MHz,50-150,135.6
2145,50-150__135.733333MHz,50-150,135.733333
2146,50-150__135.866667MHz,50-150,135.866667
2147,50-150__136.000000MHz,50-150,136.0
2148,50-150__136.133333MHz,50-150,136.133333
2149,50-150__136.266667MHz,50-150,136.266667
2150,50-150__136.400000MHz,50-150,136.4
2151,50-150__136.533333MHz,50-150,136.533333
2152,50-150__136.666667MHz,50-150,136.666667
2153,50-150__136.800000MHz,50-150,136.8
2154,50-150__136.933333MHz,50-150,136.933333
2155,50-150__137.066667MHz,50-150,137.066667
2156,50-150__137.200000MHz,50-150,137.2
2157,50-150__137.333333MHz,50-150,137.333333
2158,50-150__137.466667MHz,50-150,137.466667
2159,50-150__137.600000MHz,50-150,137.6
2160,50-150__137.733333MHz,50-150,137.733333
2161,50-150__137.866667MHz,50-150,137.866667
2162,50-150__138.000000MHz,50-150,138.0
2163,50-150__138.133333MHz,50-150,138.133333
2164,50-150__138.266667MHz,50-150,138.266667
2165,50-150__138.400000MHz,50-150,138.4
2166,50-150__138.533333MHz,50-150,138.533333
2167,50-150__138.666667MHz,50-150,138.666667
2168,50-150__138.800000MHz,50-150,138.8
2169,50-150__138.933333MHz,50-150,138.933333
2170,50-150__139.066667MHz,50-150,139.066667
2171,50-150__139.200000MHz,50-150,139.2
2172,50-150__139.333333MHz,50-150,139.333333
2173,50-150__139.466667MHz,50-150,139.466667
2174,50-150__139.600000MHz,50-150,139.6
2175,50-150__139.733333MHz,50-150,139.733333
2176,50-150__139.866667MHz,50-150,139.866667
2177,50-150__140.000000MHz,50-150,140.0
2178,50-150__140.133333MHz,50-150,140.133333
2179,50-150__140.266667MHz,50-150,140.266667
2180,50-150__140.400000MHz,50-150,140.4
2181,50-150__140.533333MHz,50-150,140.533333
2182,50-150__140.666667MHz,50-150,140.666667
2183,50-150__140.800000MHz,50-150,140.8
2184,50-150__140.933333MHz,50-150,140.933333
2185,50-150__141.066667MHz,50-150,141.066667
2186,50-150__141.200000MHz,50-150,141.2
2187,50-150__141.333333MHz,50-150,141.333333
2188,50-150__141.466667MHz,50-150,141.466667
2189,50-150__141.600000MHz,50-150,141.6
2190,50-150__141.733333MHz,50-150,141.733333
2191,50-150__141.866667MHz,50-150,141.866667
2192,50-150__142.000000MHz,50-150,142.0
2193,50-150__142.133333MHz,50-150,142.133333
2194,50-150__142.266667MHz,50-150,142.266667
2195,50-150__142.400000MHz,50-150,142.4
2196,50-150__142.533333MHz,50-150,142.533333
2197,50-150__142.666667MHz,50-150,142.666667
2198,50-150__142.800000MHz,50-150,142.8
2199,50-150__142.933333MHz,50-150,142.933333
2200,50-150__143.066667MHz,50-150,143.066667
2201,50-150__143.200000MHz,50-150,143.2
2202,50-150__143.333333MHz,50-150,143.333333
2203,50-150__143.466667MHz,50-150,143.466667
2204,50-150__143.600000MHz,50-150,143.6
2205,50-150__143.733333MHz,50-150,143.733333
2206,50-150__143.866667MHz,50-150,143.866667
2207,50-150__144.000000MHz,50-150,144.0
2208,50-150__144.133333MHz,50-150,144.133333
2209,50-150__144.266667MHz,50-150,144.266667
2210,50-150__144.400000MHz,50-150,144.4
2211,50-150__144.533333MHz,50-150,144.533333
2212,50-150__144.666667MHz,50-150,144.666667
2213,50-150__144.800000MHz,50-150,144.8
2214,50-150__144.933333MHz,50-150,144.933333
2215,50-150__145.066667MHz,50-150,145.066667
2216,50-150__145.200000MHz,50-150,145.2
2217,50-150__145.333333MHz,50-150,145.333333
2218,50-150__145.466667MHz,50-150,145.466667
2219,50-150__145.600000MHz,50-150,145.6
2220,50-150__145.733333MHz,50-150,145.733333
2221,50-150__145.866667MHz,50-150,145.866667
2222,50-150__146.000000MHz,50-150,146.0
2223,50-150__146.133333MHz,50-150,146.133333
2224,50-150__146.266667MHz,50-150,146.266667
2225,50-150__146.400000MHz,50-150,146.4
2226,50-150__146.533333MHz,50-150,146.533333
2227,50-150__146.666667MHz,50-150,146.666667
2228,50-150__146.800000MHz,50-150,146.8
2229,50-150__146.933333MHz,50-150,146.933333
2230,50-150__147.066667MHz,50-150,147.066667
2231,50-150__147.200000MHz,50-150,147.2
2232,50-150__147.333333MHz,50-150,147.333333
2233,50-150__147.466667MHz,50-150,147.466667
2234,50-150__147.600000MHz,50-150,147.6
2235,50-150__147.733333MHz,50-150,147.733333
2236,50-150__147.866667MHz,50-150,147.866667
2237,50-150__148.000000MHz,50-150,148.0
2238,50-150__148.133333MHz,50-150,148.133333
2239,50-150__148.266667MHz,50-150,148.266667
2240,50-150__148.400000MHz,50-150,148.4
2241,50-150__148.533333MHz,50-150,148.533333
2242,50-150__148.666667MHz,50-150,148.666667
2243,50-150__148.800000MHz,50-150,148.8
2244,50-150__148.933333MHz,50-150,148.933333
2245,50-150__149.066667MHz,50-150,149.066667
2246,50-150__149.200000MHz,50-150,149.2
2247,50-150__149.333333MHz,50-150,149.333333
2248,50-150__149.466667MHz,50-150,149.466667
2249,50-150__149.600000MHz,50-150,149.6
2250,50-150__149.733333MHz,50-150,149.733333
2251,50-150__149.866667MHz,50-150,149.866667
2252,50-150__150.000000MHz,50-150,150.0
